name,☺,✋,✌,✨,❤,🎵,🎶,👀,👊,👌,👍,👏,💀,💁,💓,💔,💕,💖,💙,💛,💜,💪,💯,🔫,😁,😂,😄,😅,😈,😉,😊,😋,😌,😍,😎,😏,😐,😑,😒,😓,😔,😕,😖,😘,😜,😞,😠,😡,😢,😣,😤,😩,😪,😫,😬,😭,😳,😴,😷,🙅,🙈,🙊,🙌,🙏
Democracy 3: Clones and Drones,0,1,0,0,0,0,0,1,2,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,2,2,1,2,1,0,0,2,2,2,2,2,2,0,1,0,2,0,0,1,0,1,0,0,0,1
Democracy 3: Electioneering,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Democracy 3: Extremism,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Democracy 3: Social Engineering,1,1,1,0,0,0,0,1,2,1,3,1,0,0,1,0,0,0,1,0,0,1,2,0,1,0,2,1,1,2,1,0,0,0,1,1,2,2,1,2,1,2,1,0,2,2,2,2,2,2,2,0,1,0,3,0,0,1,0,1,0,0,1,2
Deponia,31,1,34,18,37,6,11,4,40,17,81,48,1,4,55,28,7,9,31,53,24,15,5,6,25,6,61,17,49,63,48,6,9,9,32,7,60,43,26,34,19,64,35,2,64,45,65,66,60,43,49,0,11,1,68,1,13,1,3,1,12,7,12,37
Deponia 2: Chaos on Deponia,5,1,6,1,6,2,1,1,15,3,21,10,0,0,10,14,1,2,8,12,4,7,1,6,4,2,12,6,17,12,7,1,2,1,7,3,17,14,10,13,10,19,15,0,14,15,23,22,18,14,17,0,5,2,23,0,4,1,0,2,1,0,1,9
Deponia 3: Goodbye Deponia,2,0,6,0,5,0,1,3,5,3,18,9,0,0,8,12,0,0,3,7,2,1,1,3,2,1,10,5,11,11,6,0,0,0,5,0,17,14,10,14,10,19,14,0,12,17,17,17,18,16,16,1,8,3,15,1,7,0,2,1,3,0,2,6
Deponia 4: Deponia Doomsday,0,0,6,1,4,0,0,1,7,0,13,6,0,0,6,7,1,1,3,5,2,1,0,2,3,0,9,3,5,9,7,0,0,0,4,0,13,11,10,10,8,15,11,1,9,13,14,14,12,12,12,0,5,0,12,0,4,0,0,0,0,0,0,8
Depth of Extinction,1,0,1,1,1,0,1,0,2,1,3,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,2,1,1,2,1,0,1,0,1,0,2,2,2,2,2,2,2,0,0,2,2,1,1,2,2,0,1,0,2,0,0,1,1,1,0,0,1,1
Depths of Peril,3,0,6,1,7,0,0,0,10,3,10,9,0,0,8,3,0,2,7,7,6,4,2,1,2,0,8,0,7,9,7,0,0,0,6,0,5,2,1,1,0,6,1,0,7,5,8,9,5,1,5,0,1,0,7,0,1,0,0,0,0,0,2,5
Descent 2,48,2,56,18,58,11,22,22,79,55,116,94,5,7,40,38,7,7,60,58,43,55,37,22,44,5,101,34,60,78,67,5,14,14,61,11,68,47,19,39,21,75,37,4,76,56,70,73,61,49,46,1,14,3,93,3,29,3,5,5,10,3,45,51
Descent 3 + Mercenary,18,0,26,9,21,1,2,11,36,21,50,38,1,1,20,12,1,7,21,24,13,21,17,10,19,2,41,13,34,40,28,1,3,3,32,5,29,21,11,14,9,33,14,2,36,22,34,37,28,17,24,1,3,3,42,0,11,0,3,1,1,0,19,23
Descent: Freespace Battle Pack,27,4,47,16,44,1,4,14,75,37,88,71,2,2,37,22,4,8,46,47,28,41,24,9,25,3,74,12,47,70,51,1,2,6,51,3,54,41,14,18,12,60,27,3,62,38,64,67,42,31,49,0,6,2,70,3,17,1,7,5,10,0,27,47
Desktop Dungeons Enhanced Edition,3,0,8,2,6,0,1,1,10,3,14,11,1,1,6,7,0,0,4,8,1,5,3,2,3,0,8,0,11,9,5,0,1,0,4,1,12,10,2,5,2,11,5,0,7,10,11,11,10,6,11,0,2,1,12,0,1,0,1,0,0,0,2,9
Desktop Dungeons Goatperson,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Desperados 2: Cooper's Revenge,2,1,4,1,3,0,0,0,5,3,8,5,1,1,3,4,0,1,4,5,3,3,4,0,1,1,4,3,3,6,3,0,1,0,3,1,5,5,3,3,3,6,3,0,2,5,5,5,5,4,6,0,0,0,5,0,0,1,1,1,0,0,2,3
Desperados: Wanted Dead or Alive,16,4,26,9,23,3,5,8,45,20,63,38,1,1,19,27,0,1,22,23,14,22,12,21,21,3,41,25,39,40,24,2,3,1,29,5,59,51,32,39,30,54,40,0,42,44,57,57,43,42,51,6,19,13,58,8,19,6,1,8,5,0,15,25
Detective Gallo,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,1,2,1,0,0,0,0,0,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0
Deus Ex 2: Invisible War,9,3,36,0,25,1,3,8,54,13,80,50,4,4,43,52,0,1,24,38,7,9,14,28,10,4,34,14,49,38,20,1,5,1,20,3,76,56,32,54,36,75,42,0,33,63,74,75,64,52,61,1,27,1,57,2,14,2,2,3,1,0,14,58
Deus Ex™ GOTY Edition,63,11,136,39,130,16,28,36,167,94,209,184,4,14,111,88,11,14,121,137,95,89,87,41,52,7,140,28,140,135,101,4,30,22,91,22,121,85,47,60,34,131,53,6,98,85,143,148,109,61,102,5,21,7,122,8,38,4,4,7,10,4,98,152
Devil Daggers,0,0,5,1,1,1,1,3,7,2,8,5,0,0,1,1,0,0,4,3,1,4,5,2,1,0,5,0,8,7,3,0,1,0,3,1,6,3,1,2,2,6,2,0,6,3,7,7,4,3,6,0,1,0,8,0,1,0,0,1,0,0,1,6
Dex,23,3,38,14,30,10,15,5,50,16,65,46,0,0,48,31,4,11,21,40,19,17,12,6,8,2,44,9,40,48,28,2,1,5,24,3,41,29,10,26,13,49,23,1,42,31,48,50,43,28,40,0,8,3,46,0,4,1,0,0,2,1,11,52
Dex Demo,2,2,3,0,0,1,1,0,3,3,3,1,1,2,2,1,0,0,0,2,0,2,1,2,1,0,2,3,2,3,1,1,3,0,2,2,3,2,1,2,1,2,1,0,2,1,2,2,2,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0
Die By The Sword + Limb From Limb,11,1,19,3,12,1,3,8,32,11,45,29,3,2,15,16,2,4,17,17,6,16,9,7,12,4,30,7,37,31,21,1,4,3,18,4,32,25,10,19,10,36,23,1,31,21,38,36,30,18,28,1,6,2,40,0,15,1,1,2,5,1,8,19
Diluvion: Resubmerged,5,1,9,2,6,2,3,2,8,4,21,8,0,1,13,14,0,0,4,10,3,4,0,2,1,0,10,4,9,12,6,0,1,1,6,0,16,13,8,13,9,19,13,0,10,15,20,19,18,15,13,0,7,1,16,0,3,1,2,1,0,0,1,15
Din's Curse,0,1,6,0,4,1,2,2,11,3,15,10,3,0,8,10,0,1,2,6,1,6,7,4,1,1,8,1,15,9,2,0,0,0,4,1,13,13,2,10,3,14,9,0,10,10,16,16,11,8,14,0,2,0,12,0,2,0,0,0,0,0,1,9
Din's Curse: Demon War,0,0,1,0,1,1,1,1,2,1,0,1,0,0,1,1,1,0,1,1,1,1,0,2,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0
Disciples 2 Gold,17,2,20,15,21,7,10,4,30,17,36,29,0,2,23,12,5,7,22,24,18,26,12,6,13,3,29,7,23,25,17,1,5,6,22,1,19,13,6,14,5,22,10,2,25,15,25,26,19,12,16,2,5,4,25,4,4,1,1,1,5,1,13,28
Disciples: Sacred Lands Gold,5,0,10,2,7,0,0,7,12,2,21,16,0,1,13,10,0,1,4,13,3,5,1,2,6,0,12,6,16,14,9,0,1,0,8,0,20,11,5,8,5,21,8,0,11,17,20,20,16,11,13,0,3,1,17,0,6,1,0,0,3,0,2,14
Disney Aladdin,3,3,5,1,2,1,2,4,11,4,15,8,0,3,4,7,0,0,3,4,2,2,0,2,5,3,12,3,7,14,5,1,0,0,8,1,15,13,11,11,7,13,10,0,15,13,16,16,13,11,12,0,2,1,15,0,7,1,0,2,3,0,1,7
Disney The Jungle Book,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,2,2,0,2,1,2,2,0,2,2,2,2,2,2,2,0,0,0,2,0,1,0,0,0,1,0,0,1
Disney The Lion King,8,0,12,3,9,3,3,4,14,7,20,12,0,1,7,8,1,0,9,10,4,8,4,4,8,1,14,6,9,14,11,1,3,2,12,3,13,10,8,9,6,14,7,0,13,11,14,16,13,9,8,1,4,2,20,1,6,0,1,0,4,1,5,9
Distant Worlds: Universe,4,0,9,4,10,1,1,2,11,2,22,11,1,0,12,13,1,4,6,10,4,4,6,3,2,0,15,4,17,15,5,0,0,0,5,1,17,14,6,10,6,18,10,0,14,15,19,19,16,13,18,0,2,0,18,0,3,0,0,0,0,0,1,16
Divine Divinity,28,3,42,13,50,6,16,9,73,31,108,75,2,1,47,40,1,4,46,52,35,30,27,16,24,2,69,19,81,69,42,2,5,4,50,4,75,56,25,43,31,85,52,0,62,63,88,90,72,55,72,2,17,7,84,0,26,3,4,4,3,0,25,70
Divinity 2: Developer's Cut,15,2,25,7,25,3,5,6,44,17,57,37,2,0,24,20,2,4,20,26,14,15,16,11,12,5,40,10,41,42,24,2,3,3,29,2,42,29,15,23,17,46,25,1,37,34,44,48,34,25,34,0,7,2,47,0,8,2,3,2,2,3,9,31
Divinity: Dragon Commander,4,1,16,2,10,2,2,5,21,2,31,16,0,1,16,12,1,1,5,15,5,1,2,4,6,0,23,10,23,21,10,1,2,0,9,0,30,26,15,16,9,30,17,0,20,26,31,31,26,21,29,2,7,3,30,2,8,0,1,0,1,1,2,16
Divinity: Dragon Commander Imperial Edition,2,1,5,4,4,2,2,3,5,4,9,9,1,1,5,6,1,3,5,4,4,4,2,5,2,2,6,4,5,6,2,0,1,1,4,2,8,7,5,7,5,8,6,0,6,8,8,7,7,6,7,1,4,2,8,3,4,2,1,2,1,1,3,7
Divinity: Dragon Commander Imperial Edition Upgrade,1,2,3,1,1,1,1,0,6,0,5,2,0,0,1,3,0,0,1,1,1,1,2,1,1,1,4,2,3,5,1,0,0,0,2,1,7,6,5,6,6,7,6,0,4,6,7,7,5,7,7,1,2,2,6,1,2,0,1,0,0,0,1,4
Divinity: Original Sin - Enhanced Edition,23,2,39,15,35,10,15,4,59,21,75,50,1,0,42,36,1,4,23,39,23,28,11,19,14,1,47,13,51,43,31,1,3,2,37,0,51,41,20,37,21,59,35,1,45,45,61,63,52,43,49,1,18,6,58,3,11,4,4,1,5,0,16,52
Divinity: Original Sin - Enhanced Edition Collector's Edition,0,0,5,0,2,0,0,0,5,0,8,4,0,0,4,6,0,0,1,4,1,0,1,1,0,0,3,0,7,6,1,0,0,0,1,0,8,6,3,5,2,8,5,0,5,7,8,8,8,6,7,0,1,1,6,0,2,0,0,0,0,0,0,4
Divinity: Original Sin 2 - Divine Ascension,7,0,5,6,11,7,7,0,7,7,12,8,0,0,10,2,3,3,9,11,7,7,4,0,5,0,12,1,2,5,8,0,2,4,7,0,2,2,1,2,2,3,3,1,6,3,2,2,3,3,1,1,2,1,5,0,1,0,0,0,2,0,7,6
Divinity: Original Sin 2 - Divine Edition,4,2,6,4,5,1,1,2,6,3,9,9,0,1,6,4,0,3,6,7,5,5,2,5,2,0,5,3,2,7,4,0,2,0,4,1,4,5,4,4,2,5,4,2,4,5,8,7,5,4,5,0,2,1,5,2,3,1,0,2,2,2,1,5
Divinity: Original Sin 2 - Eternal Edition,3,0,2,3,3,1,3,2,3,2,4,3,0,0,4,2,1,1,3,4,2,2,2,2,1,1,2,1,2,2,1,0,0,2,1,1,2,1,0,2,0,2,1,1,2,1,3,3,2,2,1,0,1,1,2,1,0,0,0,0,1,1,2,2
Divinity: Original Sin 2 - Sir Lora,2,0,1,2,2,0,1,0,1,0,1,1,0,0,2,0,1,2,1,2,2,1,0,0,0,0,1,0,1,1,2,0,1,1,1,0,0,0,0,0,1,0,0,0,2,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
Don't Starve,17,1,28,10,27,3,6,6,44,16,52,32,3,2,22,22,1,2,26,24,13,23,17,16,15,1,35,11,39,37,26,0,3,2,21,5,35,23,12,18,7,40,23,1,27,30,42,43,32,23,37,2,6,4,45,2,10,1,1,2,3,1,12,30
Don't Starve Alone Pack,3,0,4,1,3,0,0,0,5,2,5,2,1,0,5,2,0,0,2,4,3,2,1,3,2,0,3,0,4,3,2,0,0,0,3,0,2,2,1,1,0,2,2,0,2,1,3,3,2,2,3,0,0,0,4,0,0,0,0,0,0,0,2,3
Don't Starve: Reign of Giants,1,0,3,1,0,0,0,2,4,3,4,5,0,0,0,0,0,0,3,0,0,3,1,2,4,2,4,4,3,2,3,0,1,1,3,1,4,4,2,1,1,2,1,0,3,1,2,2,2,1,1,0,1,1,4,0,4,0,0,0,1,0,2,0
Donut County,7,1,6,3,6,1,2,0,7,2,10,5,0,0,9,3,1,4,6,8,5,3,0,1,3,0,8,3,4,11,8,2,0,1,2,2,5,3,1,4,1,6,3,1,10,3,9,9,7,3,3,0,0,0,7,0,1,0,1,0,1,1,2,5
Doom 3: BFG Edition,5,2,14,4,9,1,3,11,16,6,38,21,5,2,16,26,2,3,7,13,4,7,10,22,6,2,17,8,29,17,9,2,2,3,12,3,36,28,12,22,7,37,27,2,22,27,36,37,35,25,30,2,7,4,32,2,12,0,2,2,4,1,7,25
Doomdark's Revenge,0,0,1,0,1,0,0,2,3,1,2,1,0,0,0,0,0,0,1,1,1,2,0,1,1,0,2,1,1,1,1,0,0,1,2,0,2,2,1,1,1,2,2,0,1,1,2,2,1,2,2,0,1,1,3,0,1,0,0,1,2,0,1,1
Door Kickers,6,1,13,1,8,1,1,4,24,8,25,18,2,0,8,7,0,0,9,8,6,10,12,9,6,1,21,3,21,19,10,0,2,1,16,2,19,14,6,9,2,18,11,0,19,10,23,24,14,10,20,0,1,0,22,1,8,1,1,1,0,0,6,17
Double Dragon Trilogy,5,1,6,6,11,2,4,1,19,1,26,7,1,2,14,19,4,5,8,12,9,8,2,6,8,0,17,9,17,21,11,4,2,5,9,0,30,24,17,22,14,31,27,3,20,28,31,30,27,26,29,2,11,4,30,3,15,2,1,3,9,1,2,16
Double Kick Heroes,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Downfall: Redux,1,0,4,0,4,0,2,1,7,2,10,7,0,0,6,6,0,0,3,5,1,1,1,2,1,0,8,1,7,5,4,0,0,0,2,0,9,5,3,5,5,9,5,0,3,7,9,10,8,6,8,0,2,0,8,0,1,0,0,0,0,0,0,6
Downwell,7,0,7,1,2,3,4,2,8,2,13,8,0,0,6,2,0,0,4,8,1,4,1,3,4,0,12,3,10,13,8,1,0,0,7,0,8,5,1,4,0,12,4,0,11,5,13,13,6,5,6,0,0,0,12,0,3,0,0,0,0,0,0,8
Dracula 4+5,10,1,11,7,8,0,0,4,13,7,29,13,0,2,11,10,3,2,9,11,4,10,1,3,18,0,24,14,15,21,12,2,3,2,16,4,21,15,11,20,11,21,19,2,17,15,20,20,17,19,14,1,8,3,25,1,14,0,1,3,5,2,6,9
Dracula Trilogy,14,0,16,11,19,2,7,5,20,12,31,24,2,0,18,11,0,2,15,22,14,10,6,4,12,0,20,4,26,24,12,0,1,3,18,0,16,12,5,11,6,20,10,0,18,12,20,20,16,11,14,0,1,0,24,1,6,1,0,1,1,0,11,18
Dragon Age™: Origins - Ultimate Edition,34,2,66,27,63,10,17,17,83,32,119,82,3,7,69,50,9,17,54,73,45,44,25,10,27,6,82,29,66,81,52,5,14,15,56,10,78,58,32,49,33,86,47,6,64,67,88,93,84,54,73,2,19,9,91,6,20,5,0,3,10,4,39,79
Dragon Lore: The Legend Begins,5,0,7,5,9,1,2,0,6,3,15,7,0,0,9,8,1,3,10,11,9,4,2,2,4,0,14,3,8,14,9,1,1,2,6,0,11,7,4,9,8,11,9,0,12,10,12,12,13,10,5,2,2,2,15,1,5,0,1,2,2,1,2,11
Dragon Wars,1,0,3,1,4,2,2,1,5,1,7,4,0,0,4,4,0,1,3,6,2,3,0,1,1,1,4,3,6,6,3,0,0,0,4,0,7,4,0,4,2,7,1,0,6,7,6,6,7,3,4,0,0,0,6,0,1,0,0,0,1,0,1,4
Dragon's Dogma: Dark Arisen,16,2,43,10,30,3,7,11,61,15,76,47,3,0,45,34,1,5,23,38,20,31,18,17,12,4,48,9,50,55,30,0,1,3,30,2,61,41,21,36,18,64,36,0,52,46,66,68,55,41,54,3,13,5,62,2,12,3,3,4,3,2,16,53
Dragon's Lair Trilogy,2,0,5,1,5,0,0,4,8,1,15,8,0,1,4,6,0,0,7,6,2,2,2,1,3,2,10,2,11,9,4,0,1,0,6,1,14,12,7,9,5,14,8,0,8,11,14,14,12,10,14,0,2,0,15,0,6,0,2,1,2,0,3,8
Dragonsphere,17,1,18,12,21,3,6,9,25,16,44,29,2,3,20,13,2,4,20,22,13,14,7,3,18,2,36,12,25,34,28,4,5,6,24,3,28,23,9,18,11,30,18,1,35,27,26,28,24,20,22,1,6,4,42,1,13,3,1,1,6,3,15,23
Drakkhen,0,0,2,0,2,0,0,3,3,2,6,3,1,0,3,4,0,0,2,2,1,1,1,1,3,1,2,3,4,2,1,0,0,0,2,2,6,4,3,3,2,6,5,0,2,5,5,5,4,4,6,1,1,1,7,1,3,0,1,1,3,1,1,2
Dream,1,0,0,0,1,0,0,0,2,0,3,1,0,0,1,2,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,3,2,2,2,2,3,2,0,1,2,3,3,3,2,2,0,2,0,3,0,1,0,1,0,1,0,0,1
Dream Pinball 3D,3,2,6,3,5,0,0,1,9,5,16,7,0,1,6,5,0,0,5,6,0,4,3,2,4,0,11,2,10,13,7,2,3,1,7,4,12,9,8,8,4,11,9,0,13,10,12,12,11,9,9,0,1,1,13,0,3,2,0,1,0,0,3,6
Dreambreak,1,0,2,0,2,0,1,1,0,0,5,0,0,0,3,3,0,0,0,2,1,0,0,1,1,0,3,1,5,3,2,0,0,0,2,0,5,3,2,3,3,5,3,0,3,4,5,5,4,4,4,0,0,0,5,0,0,0,0,0,0,0,0,3
Dreamfall Chapters: The Final Cut,13,3,25,7,34,2,9,3,25,6,62,39,3,3,45,44,3,4,24,44,21,9,6,7,8,1,33,10,24,38,22,1,5,3,15,4,51,35,25,48,29,58,38,1,28,51,56,57,57,46,44,1,18,3,43,0,4,1,2,4,0,1,11,43
Dreamfall Chapters: The Final Cut Soundtrack,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dreamfall: The Longest Journey,20,1,29,15,48,6,10,7,53,15,90,54,0,0,53,57,3,10,50,51,36,21,13,10,15,2,58,13,47,55,38,1,5,2,20,3,59,48,27,55,46,72,51,1,39,71,75,78,75,62,59,2,29,5,60,4,19,3,4,2,7,2,14,60
Driftmoon,31,0,34,21,34,1,4,7,36,20,54,42,0,3,39,12,3,15,24,39,25,19,11,0,17,2,47,8,32,45,41,4,8,3,36,5,27,15,4,9,4,34,10,3,41,18,27,29,23,13,15,1,3,1,32,0,7,0,0,0,5,2,7,28
Driver®: Parallel Lines,8,0,7,2,6,1,2,5,12,5,21,10,0,0,6,6,1,1,3,7,3,3,1,5,9,1,14,6,12,14,12,1,2,1,12,1,16,11,8,10,5,19,11,1,15,13,14,14,15,12,11,0,2,1,21,0,9,0,0,1,6,0,1,4
Dropsy,3,0,3,2,6,1,1,4,2,2,9,4,0,0,7,3,2,2,4,7,3,0,0,0,3,0,6,2,4,7,7,0,0,0,2,1,6,2,1,5,3,9,3,0,6,6,6,6,6,7,4,0,1,0,7,0,1,0,0,0,0,0,0,4
Dropsy: Warm Damp Hug,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Drox Operative: Invasion of the Ancients,1,0,1,0,0,0,0,1,1,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,2,2,1,0,0,0,2,0,2,1,0,1,0,2,1,0,2,1,2,2,1,1,1,0,0,0,2,0,1,0,0,0,0,0,0,1
Dungeon Keeper Gold™,96,6,104,44,93,20,42,37,144,90,204,149,7,11,76,60,16,21,99,105,72,102,46,39,99,12,176,62,111,150,125,15,29,27,130,27,129,99,62,87,57,143,94,8,152,110,159,159,120,101,108,17,45,31,171,20,63,4,14,10,34,4,66,87
Dungeon Keeper™ 2,211,14,189,79,177,33,61,52,249,202,431,294,17,27,146,126,18,33,192,190,125,208,61,117,234,27,366,181,172,314,279,41,53,44,273,57,279,239,150,197,143,292,199,19,293,227,316,325,241,221,226,46,93,86,397,50,142,12,11,24,56,13,164,186
Dungeon Rats,3,1,7,2,7,0,0,1,16,3,18,9,1,0,9,9,0,0,3,8,5,6,5,7,4,0,7,4,12,10,5,0,1,0,4,0,17,16,9,13,6,16,13,0,9,15,17,17,15,14,17,0,4,2,13,1,1,1,1,2,0,0,3,11
Dungeon Souls,0,0,3,0,3,0,0,1,3,0,5,2,0,0,3,3,0,0,1,3,2,2,1,1,1,0,2,1,5,3,1,0,0,0,1,0,5,3,3,4,3,6,4,0,2,4,5,5,4,4,4,1,1,1,5,1,2,0,0,0,1,0,0,5
Dungeons & Dragons: Dark Sun Series,3,0,8,3,11,0,1,1,13,5,19,13,0,0,12,10,2,2,8,11,6,4,0,3,4,0,14,1,11,10,6,0,0,1,7,0,14,12,2,8,4,15,6,0,11,15,13,15,16,9,12,0,1,1,15,0,3,0,1,0,2,0,3,13
Dungeons & Dragons: Dragonshard,6,4,14,3,12,3,3,8,21,7,32,19,1,0,17,15,3,2,7,12,7,5,9,7,10,2,21,8,18,24,13,0,0,3,16,0,32,27,13,17,11,30,18,1,25,21,33,33,21,21,23,0,6,3,31,0,11,2,4,2,5,1,4,13
Dungeons & Dragons: Krynn Series,1,0,2,1,3,0,0,1,5,1,7,5,0,0,4,6,0,1,3,3,2,1,0,0,1,0,3,2,4,3,2,0,0,1,1,0,5,5,1,4,4,6,4,0,3,6,6,6,6,4,5,0,1,0,4,0,2,0,0,0,0,0,0,5
Dungeons & Dragons: Ravenloft Series,2,0,4,2,3,0,0,0,6,1,10,6,0,0,6,5,0,0,3,4,1,2,2,3,1,1,5,3,6,6,2,0,0,0,3,0,9,7,3,5,4,8,6,0,6,5,8,9,7,5,8,0,2,0,9,0,2,0,0,0,1,0,2,7
Dungeons 2,12,4,22,10,15,5,9,9,33,7,44,23,2,1,22,21,3,4,12,18,8,19,6,10,12,2,34,19,35,34,20,2,2,4,19,3,35,26,15,26,16,33,23,1,37,25,40,39,34,24,29,2,16,3,39,3,6,1,4,3,7,1,4,23
Dungeons 2: A Chance of Dragons,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Dungeons 2: A Game of Winter,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,2,2,1,1,1,2,2,0,1,2,2,2,2,2,1,0,0,0,2,0,1,0,1,1,1,0,0,1
Dungeons 2: A Song of Sand and Fire,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Dungeons 3,9,0,14,6,11,2,5,3,14,6,27,18,1,1,10,12,3,3,11,12,6,8,3,3,10,2,21,12,21,21,17,2,4,1,12,2,19,13,8,14,7,20,14,0,25,19,24,22,21,17,14,0,5,5,22,2,3,0,0,0,4,2,7,20
Dungeons 3: Once Upon A Time,2,0,2,0,0,1,1,1,2,1,3,2,0,0,2,0,0,0,0,1,0,2,1,0,2,0,3,1,3,3,3,0,1,0,3,1,2,1,0,0,0,2,0,0,3,0,2,1,1,1,1,0,0,0,3,0,0,0,0,0,0,0,1,1
Dust: An Elysian Tail,38,0,45,30,56,12,20,6,54,33,73,60,1,1,56,24,10,21,49,61,41,21,20,6,18,2,63,11,39,54,57,2,9,12,41,6,30,18,10,14,10,37,13,0,39,22,36,41,34,14,25,1,8,3,39,2,6,0,1,1,2,2,30,50
Dustforce DX,3,1,6,3,5,1,1,0,10,7,13,9,0,0,6,3,0,0,5,7,3,6,5,1,3,0,9,1,5,10,8,1,0,0,5,0,8,7,5,5,2,9,5,0,8,8,9,9,7,6,9,0,2,0,9,0,2,0,0,1,0,0,5,7
Dying Light: Harran Ranger Bundle,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Dying Light: The Following – Enhanced Edition,14,1,27,6,22,2,3,6,36,15,43,33,9,1,30,25,4,6,18,28,14,15,9,15,11,1,27,9,35,29,19,1,6,5,19,4,26,20,9,18,7,34,23,1,28,27,41,38,34,25,32,2,4,3,36,2,4,0,1,2,4,0,6,25
Dying Light: Volatile Hunter Bundle,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
EARTHLOCK,0,1,2,0,0,0,0,0,4,2,3,2,0,1,0,1,0,0,0,0,0,1,2,2,1,0,1,0,1,1,1,0,1,0,2,0,3,2,3,2,3,3,3,0,0,2,4,4,2,2,4,0,2,0,3,0,1,2,1,2,0,0,1,2
ECHO,6,0,6,2,8,1,2,3,10,3,17,10,2,0,11,6,2,2,5,9,5,6,2,5,3,0,11,4,12,9,5,0,0,3,6,0,12,7,4,7,5,12,8,2,9,11,15,15,13,11,12,2,5,2,10,1,4,1,2,0,1,1,4,8
ELEX,49,5,84,29,76,17,29,9,134,27,161,99,16,3,110,91,8,19,55,99,49,55,21,52,36,4,89,39,139,97,58,4,12,15,58,9,116,82,38,83,47,128,80,4,93,99,141,146,129,87,104,4,27,7,124,5,15,3,6,4,9,8,24,110
